date,iso2,cumulative_cases,cumulative_negative_tests,cumulative_pending_tests,currently_hospitalized,currently_in_icu,cumulative_in_icu,currently_on_ventilator,cumulative_on_ventilator,cumulative_recovered,cumulative_deaths,cumulative_hospitalized,cumulative_test_results,deaths,hospitalized,cases,negative_tests,test_results,in_icu,on_ventilator,recovered
2020-03-09,US-TN,3.0,,,,,,,,,,,3,0.0,0.0,0.0,0.0,0.0,,,
2020-03-09,US-TX,12.0,,,,,,,,,,,12,0.0,0.0,4.0,0.0,4.0,,,
2020-03-09,US-UT,1.0,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,,
2020-03-09,US-VA,3.0,38.0,9.0,,,,,,,,,41,0.0,0.0,1.0,2.0,3.0,,,
2020-03-09,US-VT,1.0,36.0,,,,,,,,,,37,0.0,0.0,0.0,6.0,6.0,,,
2020-03-09,US-WA,378.0,3172.0,60.0,,,,,,,35.0,,3550,4.0,0.0,61.0,964.0,1025.0,,,
2020-03-09,US-WI,1.0,36.0,12.0,,,,,,,,,37,0.0,0.0,0.0,5.0,5.0,,,
2020-03-09,US-WV,0.0,2.0,3.0,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-09,US-WY,0.0,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-AK,0.0,23.0,9.0,,,,,,,0.0,,23,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-AL,0.0,0.0,0.0,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-AR,0.0,12.0,3.0,,,,,,,,,12,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-AZ,6.0,51.0,27.0,,,,,,,,,57,0.0,0.0,1.0,7.0,8.0,,,
2020-03-10,US-CA,133.0,690.0,,,,,,,,,,823,0.0,0.0,19.0,0.0,19.0,,,
2020-03-10,US-CO,12.0,142.0,1.0,,,,,,,,,154,0.0,0.0,3.0,9.0,12.0,,,
2020-03-10,US-CT,2.0,54.0,8.0,,,,,,,,,56,0.0,0.0,1.0,8.0,9.0,,,
2020-03-10,US-DC,5.0,17.0,2.0,,,,,,,,,22,0.0,0.0,4.0,3.0,7.0,,,
2020-03-10,US-DE,0.0,17.0,3.0,,,,,,,,,17,0.0,0.0,0.0,2.0,2.0,,,
2020-03-10,US-FL,19.0,222.0,155.0,,,,,,,,,241,0.0,0.0,1.0,82.0,83.0,,,
2020-03-10,US-GA,17.0,,,,,,,,,,,17,0.0,0.0,5.0,0.0,5.0,,,
2020-03-10,US-HI,2.0,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-IA,8.0,32.0,11.0,,,,,,,,,40,0.0,0.0,5.0,6.0,11.0,,,
2020-03-10,US-ID,0.0,41.0,,,,,,,,,,41,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-IL,19.0,244.0,63.0,,,,,,,,,263,0.0,0.0,12.0,53.0,65.0,,,
2020-03-10,US-IN,6.0,30.0,,,,,,,,,,36,0.0,0.0,4.0,30.0,34.0,,,
2020-03-10,US-KS,1.0,17.0,21.0,,,,,,,,,18,0.0,0.0,0.0,6.0,6.0,,,
2020-03-10,US-KY,6.0,28.0,3.0,,,,,,,,,34,0.0,0.0,2.0,11.0,13.0,,,
2020-03-10,US-LA,1.0,11.0,,,,,,,,,,12,0.0,0.0,0.0,6.0,6.0,,,
2020-03-10,US-MD,6.0,89.0,12.0,,,,,,,,,95,0.0,0.0,1.0,16.0,17.0,,,
2020-03-10,US-ME,0.0,20.0,5.0,,,,,,,,,20,0.0,0.0,0.0,19.0,19.0,,,
2020-03-10,US-MI,358.0,39.0,24.0,,,,,,,,,397,0.0,0.0,104.0,3.0,107.0,,,
2020-03-10,US-MN,3.0,132.0,,,,,,,,,,135,0.0,0.0,1.0,52.0,53.0,,,
2020-03-10,US-MO,1.0,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-MS,0.0,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-MT,0.0,15.0,,,,,,,,,,15,0.0,0.0,0.0,4.0,4.0,,,
2020-03-10,US-NC,7.0,,,,,,,,,,,7,0.0,0.0,5.0,0.0,5.0,,,
2020-03-10,US-ND,0.0,6.0,2.0,,,,,,,,,6,0.0,0.0,0.0,6.0,6.0,,,
2020-03-10,US-NE,3.0,47.0,16.0,,,,,,,,,50,0.0,0.0,0.0,11.0,11.0,,,
2020-03-10,US-NH,4.0,38.0,5.0,,,,,,,,,42,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-NJ,15.0,44.0,20.0,,,,,,,,,59,0.0,0.0,4.0,9.0,13.0,,,
2020-03-10,US-NM,0.0,69.0,0.0,,,,,,,,,69,0.0,0.0,0.0,12.0,12.0,,,
2020-03-10,US-NV,1.0,14.0,,,,,,,,,,15,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-NY,173.0,92.0,236.0,,,,,,,,,265,0.0,0.0,31.0,0.0,31.0,,,
2020-03-10,US-OH,3.0,14.0,15.0,,,,,,,,,17,0.0,0.0,0.0,3.0,3.0,,,
2020-03-10,US-OK,2.0,15.0,11.0,,,,,,,,,17,0.0,0.0,1.0,7.0,8.0,,,
2020-03-10,US-OR,15.0,213.0,67.0,,,,,,,,,228,0.0,0.0,1.0,48.0,49.0,,,
2020-03-10,US-PA,12.0,,,,,,,,,,,12,0.0,0.0,2.0,0.0,2.0,,,
2020-03-10,US-RI,3.0,58.0,6.0,,,,,,,,,61,0.0,0.0,0.0,28.0,28.0,,,
2020-03-10,US-SC,7.0,24.0,,,,,,,,,,31,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-SD,0.0,11.0,0.0,,,,,,,,,11,0.0,0.0,0.0,6.0,6.0,,,
2020-03-10,US-TN,7.0,,,,,,,,,,,7,0.0,0.0,4.0,0.0,4.0,,,
2020-03-10,US-TX,13.0,,,,,,,,,,,13,0.0,0.0,1.0,0.0,1.0,,,
2020-03-10,US-UT,2.0,,,,,,,,,,,2,0.0,0.0,1.0,0.0,1.0,,,
2020-03-10,US-VA,8.0,53.0,9.0,,,,,,,,,61,0.0,0.0,5.0,15.0,20.0,,,
2020-03-10,US-VT,1.0,60.0,,,,,,,,,,61,0.0,0.0,0.0,24.0,24.0,,,
2020-03-10,US-WA,488.0,4847.0,60.0,,,,,,,37.0,,5335,2.0,0.0,110.0,1675.0,1785.0,,,
2020-03-10,US-WI,2.0,36.0,12.0,,,,,,,,,38,0.0,0.0,1.0,0.0,1.0,,,
2020-03-10,US-WV,0.0,2.0,3.0,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-10,US-WY,0.0,0.0,0.0,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-AK,0.0,46.0,14.0,,,,,,,0.0,,46,0.0,0.0,0.0,23.0,23.0,,,
2020-03-11,US-AL,0.0,10.0,0.0,,,,,,,,,10,0.0,0.0,0.0,10.0,10.0,,,
2020-03-11,US-AR,0.0,12.0,14.0,,,,,,,,,12,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-AZ,9.0,59.0,32.0,,,,,,,,,68,0.0,0.0,3.0,8.0,11.0,,,
2020-03-11,US-CA,157.0,916.0,,,,,,,,,,1073,0.0,0.0,24.0,226.0,250.0,,,
2020-03-11,US-CO,28.0,251.0,1.0,,,,,,,,,279,0.0,0.0,16.0,109.0,125.0,,,
2020-03-11,US-CT,3.0,71.0,8.0,,,,,,,,,74,0.0,0.0,1.0,17.0,18.0,,,
2020-03-11,US-DC,5.0,20.0,15.0,,,,,,,,,25,0.0,0.0,0.0,3.0,3.0,,,
2020-03-11,US-DE,1.0,17.0,2.0,,,,,,,,,18,0.0,0.0,1.0,0.0,1.0,,,
2020-03-11,US-FL,28.0,301.0,147.0,,,,,,,2.0,,329,2.0,0.0,9.0,79.0,88.0,,,
2020-03-11,US-GA,22.0,,,,,,,,,,,22,0.0,0.0,5.0,0.0,5.0,,,
2020-03-11,US-HI,2.0,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-IA,13.0,46.0,27.0,,,,,,,,,59,0.0,0.0,5.0,14.0,19.0,,,
2020-03-11,US-ID,0.0,67.0,,,,,,,,,,67,0.0,0.0,0.0,26.0,26.0,,,
2020-03-11,US-IL,19.0,244.0,63.0,,,,,,,,,263,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-IN,10.0,33.0,,,,,,,,,,43,0.0,0.0,4.0,3.0,7.0,,,
2020-03-11,US-KS,1.0,41.0,21.0,,,,,,,,,42,0.0,0.0,0.0,24.0,24.0,,,
2020-03-11,US-KY,8.0,46.0,3.0,,,,,,,,,54,0.0,0.0,2.0,18.0,20.0,,,
2020-03-11,US-LA,6.0,37.0,,,,,,,,,,43,0.0,0.0,5.0,26.0,31.0,,,
2020-03-11,US-MD,9.0,94.0,12.0,,,,,,,,,103,0.0,0.0,3.0,5.0,8.0,,,
2020-03-11,US-ME,0.0,42.0,5.0,,,,,,,,,42,0.0,0.0,0.0,22.0,22.0,,,
2020-03-11,US-MI,497.0,57.0,18.0,,,,,,,,,554,0.0,0.0,139.0,18.0,157.0,,,
2020-03-11,US-MN,5.0,217.0,,,,,,,,,,222,0.0,0.0,2.0,85.0,87.0,,,
2020-03-11,US-MO,1.0,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-MS,0.0,20.0,,,,,,,,,,20,0.0,0.0,0.0,20.0,20.0,,,
2020-03-11,US-MT,0.0,21.0,,,,,,,,,,21,0.0,0.0,0.0,6.0,6.0,,,
2020-03-11,US-NC,7.0,,,,,,,,,,,7,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-ND,0.0,7.0,6.0,,,,,,,,,7,0.0,0.0,0.0,1.0,1.0,,,
2020-03-11,US-NE,5.0,47.0,16.0,,,,,,,,,52,0.0,0.0,2.0,0.0,2.0,,,
2020-03-11,US-NH,4.0,38.0,5.0,,,,,,,,,42,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-NJ,24.0,57.0,20.0,,,,,,,1.0,,81,1.0,0.0,9.0,13.0,22.0,,,
2020-03-11,US-NM,3.0,87.0,0.0,,,,,,,,,90,0.0,0.0,3.0,18.0,21.0,,,
2020-03-11,US-NV,5.0,168.0,,,,,,,,,,173,0.0,0.0,4.0,154.0,158.0,,,
2020-03-11,US-NY,216.0,92.0,236.0,,,,,,,,,308,0.0,0.0,43.0,0.0,43.0,,,
2020-03-11,US-OH,4.0,21.0,24.0,,,,,,,,,25,0.0,0.0,1.0,7.0,8.0,,,
2020-03-11,US-OK,2.0,15.0,11.0,,,,,,,,,17,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-OR,19.0,286.0,62.0,,,,,,,,,305,0.0,0.0,4.0,73.0,77.0,,,
2020-03-11,US-PA,16.0,88.0,54.0,,,,,,,,,104,0.0,0.0,4.0,88.0,92.0,,,
2020-03-11,US-RI,5.0,94.0,24.0,,,,,,,,,99,0.0,0.0,2.0,36.0,38.0,,,
2020-03-11,US-SC,9.0,32.0,,,,,,,,,,41,0.0,0.0,2.0,8.0,10.0,,,
2020-03-11,US-SD,5.0,13.0,2.0,,,,,,,,,18,0.0,0.0,5.0,2.0,7.0,,,
2020-03-11,US-TN,7.0,50.0,,,,,,,,,,57,0.0,0.0,0.0,50.0,50.0,,,
2020-03-11,US-TX,21.0,,,,,,,,,,,21,0.0,0.0,8.0,0.0,8.0,,,
2020-03-11,US-UT,2.0,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-11,US-VA,9.0,60.0,9.0,,,,,,,,,69,0.0,0.0,1.0,7.0,8.0,,,
2020-03-11,US-VT,2.0,91.0,,,,,,,,,,93,0.0,0.0,1.0,31.0,32.0,,,
2020-03-11,US-WA,621.0,6975.0,60.0,,,,,,,40.0,,7596,3.0,0.0,133.0,2128.0,2261.0,,,
2020-03-11,US-WI,3.0,43.0,12.0,,,,,,,,,46,0.0,0.0,1.0,7.0,8.0,,,
2020-03-11,US-WV,0.0,3.0,2.0,,,,,,,,,3,0.0,0.0,0.0,1.0,1.0,,,
2020-03-11,US-WY,0.0,0.0,0.0,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,,
2020-03-12,US-AK,0.0,46.0,14.0,,,,,,,0.0,,46,0.0,0.0,0.0,0.0,0.0,,,
2020-03-12,US-AL,0.0,10.0,0.0,,,,,,,,,10,0.0,0.0,0.0,0.0,0.0,,,
2020-03-12,US-AR,6.0,24.0,20.0,,,,,,,,,30,0.0,0.0,6.0,12.0,18.0,,,
2020-03-12,US-AZ,9.0,82.0,24.0,,,,,,,,,91,0.0,0.0,0.0,23.0,23.0,,,
2020-03-12,US-CA,202.0,916.0,,,,,,,,4.0,,1118,4.0,0.0,45.0,0.0,45.0,,,
2020-03-12,US-CO,45.0,298.0,1.0,,,,,,,,,343,0.0,0.0,17.0,47.0,64.0,,,
2020-03-12,US-CT,6.0,89.0,8.0,,,,,,,,,95,0.0,0.0,3.0,18.0,21.0,,,
2020-03-12,US-DC,10.0,20.0,15.0,,,,,,,,,30,0.0,0.0,5.0,0.0,5.0,,,
2020-03-12,US-DE,4.0,23.0,14.0,,,,,,,,,27,0.0,0.0,3.0,6.0,9.0,,,
2020-03-12,US-FL,32.0,301.0,147.0,,,,,,,2.0,,333,0.0,0.0,4.0,0.0,4.0,,,
2020-03-12,US-GA,31.0,,,,,,,,,,,31,0.0,0.0,9.0,0.0,9.0,,,
2020-03-12,US-HI,2.0,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-12,US-IA,14.0,67.0,24.0,,,,,,,,,81,0.0,0.0,1.0,21.0,22.0,,,
2020-03-12,US-ID,0.0,93.0,,,,,,,,,,93,0.0,0.0,0.0,26.0,26.0,,,
2020-03-12,US-IL,25.0,266.0,76.0,,,,,,,,,291,0.0,0.0,6.0,22.0,28.0,,,
2020-03-12,US-IN,12.0,52.0,,,,,,,,,,64,0.0,0.0,2.0,19.0,21.0,,,
2020-03-12,US-KS,4.0,41.0,21.0,,,,,,,,,45,0.0,0.0,3.0,0.0,3.0,,,
2020-03-12,US-KY,8.0,56.0,3.0,,,,,,,,,64,0.0,0.0,0.0,10.0,10.0,,,
2020-03-12,US-LA,14.0,37.0,,,,,,,,,,51,0.0,0.0,8.0,0.0,8.0,,,
2020-03-12,US-MA,8.0,,,,,,,,,,,8,,,,,,,,
2020-03-12,US-MD,12.0,94.0,12.0,,,,,,,,,106,0.0,0.0,3.0,0.0,3.0,,,
2020-03-12,US-ME,1.0,65.0,20.0,,,,,,,,,66,0.0,0.0,1.0,23.0,24.0,,,
2020-03-12,US-MI,702.0,91.0,27.0,,,,,,,,,793,0.0,0.0,205.0,34.0,239.0,,,
2020-03-12,US-MN,9.0,307.0,,,,,,,,,,316,0.0,0.0,4.0,90.0,94.0,,,
2020-03-12,US-MO,1.0,64.0,,,,,,,,,,65,0.0,0.0,0.0,64.0,64.0,,,
2020-03-12,US-MS,1.0,41.0,,,,,,,,,,42,0.0,0.0,1.0,21.0,22.0,,,
2020-03-12,US-MT,1.0,34.0,,,,,,,,,,35,0.0,0.0,1.0,13.0,14.0,,,
2020-03-12,US-NC,12.0,60.0,,,,,,,,,,72,0.0,0.0,5.0,60.0,65.0,,,
2020-03-12,US-ND,1.0,12.0,14.0,,,,,,,,,13,0.0,0.0,1.0,5.0,6.0,,,
2020-03-12,US-NE,10.0,80.0,33.0,,,,,,,,,90,0.0,0.0,5.0,33.0,38.0,,,
2020-03-12,US-NH,6.0,94.0,21.0,,,,,,,,,100,0.0,0.0,2.0,56.0,58.0,,,
2020-03-12,US-NJ,30.0,74.0,20.0,,,,,,,1.0,,104,0.0,0.0,6.0,17.0,23.0,,,
2020-03-12,US-NM,5.0,155.0,0.0,,,,,,,,,160,0.0,0.0,2.0,68.0,70.0,,,
2020-03-12,US-NV,7.0,168.0,,,,,,,,,,175,0.0,0.0,2.0,0.0,2.0,,,
2020-03-12,US-NY,216.0,92.0,236.0,,,,,,,,,308,0.0,0.0,0.0,0.0,0.0,,,
2020-03-12,US-OH,5.0,30.0,52.0,,,,,,,,,35,0.0,0.0,1.0,9.0,10.0,,,
2020-03-12,US-OK,3.0,36.0,4.0,,,,,,,,,39,0.0,0.0,1.0,21.0,22.0,,,
2020-03-12,US-OR,19.0,286.0,62.0,,,,,,,,,305,0.0,0.0,0.0,0.0,0.0,,,
2020-03-12,US-PA,22.0,116.0,81.0,,,,,,,,,138,0.0,0.0,6.0,28.0,34.0,,,
2020-03-12,US-RI,5.0,94.0,8.0,,,,,,,,,99,0.0,0.0,0.0,0.0,0.0,,,
2020-03-12,US-SC,10.0,48.0,,,,,,,,,,58,0.0,0.0,1.0,16.0,17.0,,,
2020-03-12,US-SD,8.0,27.0,11.0,,,,,,,,,35,0.0,0.0,3.0,14.0,17.0,,,
2020-03-12,US-TN,18.0,79.0,,,,,,,,,,97,0.0,0.0,11.0,29.0,40.0,,,
2020-03-12,US-TX,23.0,,,,,,,,,,,23,0.0,0.0,2.0,0.0,2.0,,,
2020-03-12,US-UT,4.0,131.0,,,,,,,,,,135,0.0,0.0,2.0,131.0,133.0,,,
2020-03-12,US-VA,17.0,117.0,9.0,,,,,,,,,134,0.0,0.0,8.0,57.0,65.0,,,
2020-03-12,US-VT,2.0,136.0,,,,,,,,,,138,0.0,0.0,0.0,45.0,45.0,,,
2020-03-12,US-WA,799.0,10563.0,60.0,,,,,,,44.0,,11362,4.0,0.0,178.0,3588.0,3766.0,,,
2020-03-12,US-WI,8.0,84.0,12.0,,,,,,,,,92,0.0,0.0,5.0,41.0,46.0,,,
2020-03-12,US-WV,0.0,7.0,1.0,,,,,,,,,7,0.0,0.0,0.0,4.0,4.0,,,
2020-03-12,US-WY,1.0,0.0,0.0,,,,,,,,,1,0.0,0.0,1.0,0.0,1.0,,,
2020-03-13,US-AK,1.0,59.0,14.0,,,,,,,0.0,,60,0.0,0.0,1.0,13.0,14.0,,,
2020-03-13,US-AL,1.0,11.0,0.0,,,,,,,,,12,0.0,0.0,1.0,1.0,2.0,,,
2020-03-13,US-AR,9.0,30.0,22.0,,,,,,,,,39,0.0,0.0,3.0,6.0,9.0,,,
2020-03-13,US-AZ,9.0,94.0,40.0,,,,,,,0.0,,103,0.0,0.0,0.0,12.0,12.0,,,
2020-03-13,US-CA,202.0,916.0,,,,,,,,4.0,,1118,0.0,0.0,0.0,0.0,0.0,,,
2020-03-13,US-CO,72.0,524.0,1.0,,,,,,,,,596,0.0,0.0,27.0,226.0,253.0,,,
2020-03-13,US-CT,6.0,99.0,8.0,,,,,,,,,105,0.0,0.0,0.0,10.0,10.0,,,
2020-03-13,US-DC,10.0,20.0,15.0,,,,,,,,,30,0.0,0.0,0.0,0.0,0.0,,,
2020-03-13,US-DE,4.0,30.0,10.0,,,,,,,,,34,0.0,0.0,0.0,7.0,7.0,,,
2020-03-13,US-FL,50.0,478.0,221.0,,,,,,,2.0,,528,0.0,0.0,18.0,177.0,195.0,,,
2020-03-13,US-GA,42.0,,,,,,,,,1.0,,42,1.0,0.0,11.0,0.0,11.0,,,
2020-03-13,US-HI,2.0,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-13,US-IA,16.0,83.0,29.0,,,,,,,,,99,0.0,0.0,2.0,16.0,18.0,,,
2020-03-13,US-ID,0.0,131.0,,,,,,,,,,131,0.0,0.0,0.0,38.0,38.0,,,
2020-03-13,US-IL,32.0,294.0,92.0,,,,,,,,,326,0.0,0.0,7.0,28.0,35.0,,,
2020-03-13,US-IN,12.0,61.0,,,,,,,,,,73,0.0,0.0,0.0,9.0,9.0,,,
2020-03-13,US-KS,6.0,93.0,21.0,,,,,,,,,99,0.0,0.0,2.0,52.0,54.0,,,
2020-03-13,US-KY,11.0,107.0,3.0,,,,,,,,,118,0.0,0.0,3.0,51.0,54.0,,,
2020-03-13,US-LA,36.0,37.0,,,,,,,,,,73,0.0,0.0,22.0,0.0,22.0,,,
2020-03-13,US-MA,23.0,,,,,,,,,,,23,0.0,0.0,15.0,0.0,15.0,,,
2020-03-13,US-MD,17.0,94.0,12.0,,,,,,,,,111,0.0,0.0,5.0,0.0,5.0,,,
2020-03-13,US-ME,3.0,91.0,17.0,,,,,,,,,94,0.0,0.0,2.0,26.0,28.0,,,
2020-03-13,US-MI,945.0,133.0,26.0,,,,,,,,,1078,0.0,0.0,243.0,42.0,285.0,,,
2020-03-13,US-MN,14.0,541.0,,,,,,,,,,555,0.0,0.0,5.0,234.0,239.0,,,
2020-03-13,US-MO,2.0,71.0,,,,,,,,,,73,0.0,0.0,1.0,7.0,8.0,,,
2020-03-13,US-MS,4.0,41.0,,,,,,,,,,45,0.0,0.0,3.0,0.0,3.0,,,
2020-03-13,US-MT,1.0,55.0,,,,,,,,,,56,0.0,0.0,0.0,21.0,21.0,,,
2020-03-13,US-NC,15.0,86.0,,,,,,,,,,101,0.0,0.0,3.0,26.0,29.0,,,
2020-03-13,US-ND,1.0,39.0,12.0,,,,,,,0.0,,40,0.0,0.0,0.0,27.0,27.0,,,
2020-03-13,US-NE,13.0,80.0,33.0,,,,,,,,,93,0.0,0.0,3.0,0.0,3.0,,,
2020-03-13,US-NH,6.0,94.0,21.0,,,,,,,,,100,0.0,0.0,0.0,0.0,0.0,,,
2020-03-13,US-NJ,50.0,97.0,80.0,,,,,,,1.0,,147,0.0,0.0,20.0,23.0,43.0,,,
2020-03-13,US-NM,10.0,190.0,0.0,,,,,,,,,200,0.0,0.0,5.0,35.0,40.0,,,
2020-03-13,US-NV,11.0,168.0,,,,,,,,,,179,0.0,0.0,4.0,0.0,4.0,,,
2020-03-13,US-NY,421.0,2779.0,236.0,,,,,,,,,3200,0.0,0.0,205.0,2687.0,2892.0,,,
2020-03-13,US-OH,13.0,50.0,159.0,,,,,,,,,63,0.0,0.0,8.0,20.0,28.0,,,
2020-03-13,US-OK,3.0,36.0,37.0,,,,,,,,,39,0.0,0.0,0.0,0.0,0.0,,,
2020-03-13,US-OR,30.0,337.0,157.0,,,,,,,,,367,0.0,0.0,11.0,51.0,62.0,,,
2020-03-13,US-PA,41.0,140.0,130.0,,,,,,,,,181,0.0,0.0,19.0,24.0,43.0,,,
2020-03-13,US-RI,14.0,142.0,29.0,,,,,,,,,156,0.0,0.0,9.0,48.0,57.0,,,
2020-03-13,US-SC,12.0,75.0,,,,,,,,,,87,0.0,0.0,2.0,27.0,29.0,,,
2020-03-13,US-SD,9.0,73.0,11.0,,,,,,,,,82,0.0,0.0,1.0,46.0,47.0,,,
2020-03-13,US-TN,26.0,116.0,,,,,,,,,,142,0.0,0.0,8.0,37.0,45.0,,,
2020-03-13,US-TX,39.0,,,,,,,,,,,39,0.0,0.0,16.0,0.0,16.0,,,
2020-03-13,US-UT,6.0,131.0,,,,,,,,,,137,0.0,0.0,2.0,0.0,2.0,,,
2020-03-13,US-VA,30.0,117.0,9.0,,,,,,,,,147,0.0,0.0,13.0,0.0,13.0,,,
2020-03-13,US-VT,5.0,223.0,,,,,,,,,,228,0.0,0.0,3.0,87.0,90.0,,,
2020-03-13,US-WA,1015.0,14586.0,60.0,,,,,,,47.0,,15601,3.0,0.0,216.0,4023.0,4239.0,,,
2020-03-13,US-WI,19.0,169.0,12.0,,,,,,,,,188,0.0,0.0,11.0,85.0,96.0,,,
2020-03-13,US-WV,0.0,17.0,4.0,,,,,,,,,17,0.0,0.0,0.0,10.0,10.0,,,
2020-03-13,US-WY,1.0,0.0,0.0,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,,
2020-03-14,US-AK,1.0,143.0,14.0,,,,,,,0.0,,144,0.0,0.0,0.0,84.0,84.0,,,
2020-03-14,US-AL,6.0,22.0,46.0,,,,,,,,,28,0.0,0.0,5.0,11.0,16.0,,,
2020-03-14,US-AR,12.0,65.0,26.0,,,,,,,,,77,0.0,0.0,3.0,35.0,38.0,,,
2020-03-14,US-AZ,12.0,121.0,50.0,,,,,,,0.0,,133,0.0,0.0,3.0,27.0,30.0,,,
2020-03-14,US-CA,252.0,916.0,,,,,,,,5.0,,1168,1.0,0.0,50.0,0.0,50.0,,,
2020-03-14,US-CO,101.0,610.0,1.0,,,,,,,1.0,,711,1.0,0.0,29.0,86.0,115.0,,,
2020-03-14,US-CT,11.0,125.0,8.0,,,,,,,,,136,0.0,0.0,5.0,26.0,31.0,,,
2020-03-14,US-DC,10.0,49.0,10.0,,,,,,,,,59,0.0,0.0,0.0,29.0,29.0,,,
2020-03-14,US-DE,6.0,36.0,32.0,,,,,,,,,42,0.0,0.0,2.0,6.0,8.0,,,
2020-03-14,US-FL,77.0,478.0,221.0,,,,,,,3.0,,555,1.0,0.0,27.0,0.0,27.0,,,
2020-03-14,US-GA,66.0,,,,,,,,,1.0,,66,0.0,0.0,24.0,0.0,24.0,,,
2020-03-14,US-HI,2.0,,,,,,,,,,,2,0.0,0.0,0.0,0.0,0.0,,,
2020-03-14,US-IA,17.0,83.0,29.0,,,,,,,,,100,0.0,0.0,1.0,0.0,1.0,,,
2020-03-14,US-ID,2.0,174.0,,,,,,,,,,176,0.0,0.0,2.0,43.0,45.0,,,
2020-03-14,US-IL,46.0,316.0,82.0,,,,,,,,,362,0.0,0.0,14.0,22.0,36.0,,,
2020-03-14,US-IN,15.0,74.0,,,,,,,,0.0,,89,0.0,0.0,3.0,13.0,16.0,,,
2020-03-14,US-KS,6.0,93.0,21.0,,,,,,,1.0,,99,1.0,0.0,0.0,0.0,0.0,,,
2020-03-14,US-KY,14.0,139.0,3.0,,,,,,,,,153,0.0,0.0,3.0,32.0,35.0,,,
2020-03-14,US-LA,51.0,109.0,,,,,,,,,,160,0.0,0.0,15.0,72.0,87.0,,,
2020-03-14,US-MA,38.0,,,,,,,,,,,38,0.0,0.0,15.0,0.0,15.0,,,
2020-03-14,US-MD,26.0,94.0,12.0,,,,,,,,,120,0.0,0.0,9.0,0.0,9.0,,,
2020-03-14,US-ME,3.0,91.0,17.0,,,,,,,,,94,0.0,0.0,0.0,0.0,0.0,,,
2020-03-14,US-MI,1196.0,205.0,26.0,,,,,,,,,1401,0.0,0.0,251.0,72.0,323.0,,,
2020-03-14,US-MN,21.0,847.0,,,,,,,,,,868,0.0,0.0,7.0,306.0,313.0,,,
2020-03-14,US-MO,4.0,90.0,,,,,,,,0.0,,94,0.0,0.0,2.0,19.0,21.0,,,
2020-03-14,US-MS,6.0,84.0,,,,,,,,,,90,0.0,0.0,2.0,43.0,45.0,,,
2020-03-14,US-MT,5.0,103.0,,,,,,,,,,108,0.0,0.0,4.0,48.0,52.0,,,
2020-03-14,US-NC,23.0,137.0,,,,,,,,,,160,0.0,0.0,8.0,51.0,59.0,,,
2020-03-14,US-ND,1.0,54.0,14.0,,,,,,,0.0,,55,0.0,0.0,0.0,15.0,15.0,,,
2020-03-14,US-NE,14.0,80.0,33.0,,,,,,,,,94,0.0,0.0,1.0,0.0,1.0,,,
2020-03-14,US-NH,7.0,212.0,31.0,,,,,,,,,219,0.0,0.0,1.0,118.0,119.0,,,
2020-03-14,US-NJ,50.0,97.0,80.0,,,,,,,1.0,,147,0.0,0.0,0.0,0.0,0.0,,,
2020-03-14,US-NM,10.0,237.0,0.0,,,,,,,,,247,0.0,0.0,0.0,47.0,47.0,,,
2020-03-14,US-NV,20.0,168.0,,,,,,,,,,188,0.0,0.0,9.0,0.0,9.0,,,
2020-03-14,US-NY,524.0,2779.0,236.0,,,,,,,,,3303,0.0,0.0,103.0,0.0,103.0,,,
